opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;
Kawalerka z ogrodem - Bronowice;: Bronowice;1 pokój;335000;29,00;11 552;https://www.otodom.pl/oferta/kawalerka-z-ogrodem-bronowice-ID43i7O.html#ffb4878233;2019-11-07 13:29:11.067465;
Mieszkanie, 82 m?, Kraków;: Œródmieœcie;3 pokoje;795000;82,00;9 695;https://www.otodom.pl/oferta/mieszkanie-82-m-krakow-ID43i7N.html#ffb4878233;2019-11-07 13:29:11.067465;
Ul.Czerwone Maki**Dêbniki**49m2**2 Pokoje;: ma³opolskie;2 pokoje;424000;49,00;8 653;https://www.otodom.pl/oferta/ul-czerwone-makidebniki49m22-pokoje-ID43i6q.html#ffb4878233;2019-11-07 13:29:11.067465;
Ul.M.Reja*Krowodrza**61m2**3 Pokoje;: ma³opolskie;3 pokoje;680000;61,00;11 148;https://www.otodom.pl/oferta/ul-m-rejakrowodrza61m23-pokoje-ID43i6p.html#ffb4878233;2019-11-07 13:29:11.067966;
Nowoczesne mieszkanie | spokojna okolica| 3 pokoje;: Podgórze, P³aszów;3 pokoje;469000;50,98;9 200;https://www.otodom.pl/oferta/nowoczesne-mieszkanie-spokojna-okolica-3-pokoje-ID43i4f.html#ffb4878233;2019-11-07 13:29:11.067966;
Prokocim: 3 osobne pokoje, 2 balkony, po remoncie!;: Bie¿anów-Prokocim;3 pokoje;420000;59,00;7 119;https://www.otodom.pl/oferta/prokocim-3-osobne-pokoje-2-balkony-po-remoncie-ID43n2m.html#c1aacedc87;2019-11-07 13:29:12.158325;
2-pokojowe blisko centrum, obok ul. Wileñskiej;: Pr¹dnik Czerwony;2 pokoje;329000;36,00;9 139;https://www.otodom.pl/oferta/2-pokojowe-blisko-centrum-obok-ul-wilenskiej-ID43dvM.html#c1aacedc87;2019-11-07 13:29:12.158826;
Mieszkanie na Ruczaju/do wejœcia/Okazja !!!;: Dêbniki, Ruczaj;3 pokoje;495000;62,00;7 984;https://www.otodom.pl/oferta/mieszkanie-na-ruczaju-do-wejscia-okazja-ID43hWj.html#c1aacedc87;2019-11-07 13:29:12.158826;
Komfortowe mieszkanie na Osiedlu Fi!;: Podgórze;2 pokoje;530000;42,12;12 583;https://www.otodom.pl/oferta/komfortowe-mieszkanie-na-osiedlu-fi-ID43otF.html#c1aacedc87;2019-11-07 13:29:12.158826;
STARE MIASTO piêkny apartament 4 pokoje balkon;: Stare Miasto;4 pokoje;1944000;108,00;18 000;https://www.otodom.pl/oferta/stare-miasto-piekny-apartament-4-pokoje-balkon-ID43obz.html#c1aacedc87;2019-11-07 13:29:12.159326;
Mieszkanie 3pokojowe do wejœcia!Wyposa¿enie gratis;: Bronowice, Bronowice Ma³e;3 pokoje;799000;84,84;9 418;https://www.otodom.pl/oferta/mieszkanie-3pokojowe-do-wejscia-wyposazenie-gratis-ID43njB.html#c1aacedc87;2019-11-07 13:29:12.159326;
Sprzedam Mieszkanie Bezpoœrednio;: Pr¹dnik Bia³y, Górka Narodowa;2 pokoje;449000;38,43;11 684;https://www.otodom.pl/oferta/sprzedam-mieszkanie-bezposrednio-ID43kMk.html#c1aacedc87;2019-11-07 13:29:12.159326;
Apartament | wysoki standard | widokowy;: Zwierzyniec, Wola Justowska;5 pokoi;2099500;170,00;12 350;https://www.otodom.pl/oferta/apartament-wysoki-standard-widokowy-ID43i4b.html#c1aacedc87;2019-11-07 13:29:12.159827;
3 pokoje, VIII piêtro, Balkon, Grzegórzki;: Grzegórzki;3 pokoje;960930;71,18;13 500;https://www.otodom.pl/oferta/3-pokoje-viii-pietro-balkon-grzegorzki-ID43i28.html#c1aacedc87;2019-11-07 13:29:12.159827;
Mieszkanie do remontu 2 pokoje w Nowej Hucie;: Nowa Huta;2 pokoje;299000;47,00;6 362;https://www.otodom.pl/oferta/mieszkanie-do-remontu-2-pokoje-w-nowej-hucie-ID43i1Z.html#c1aacedc87;2019-11-07 13:29:12.159827;
Kazimierz, 60 m2, atrakcyjne poddasze pod inwestyc;: Stare Miasto, Kazimierz;3 pokoje;490000;60,00;8 167;https://www.otodom.pl/oferta/kazimierz-60-m2-atrakcyjne-poddasze-pod-inwestyc-ID43i1P.html#c1aacedc87;2019-11-07 13:29:12.159827;
Kraków - Nowa Huta - os. Krakowiaków;: Nowa Huta;3 pokoje;419000;72,00;5 819;https://www.otodom.pl/oferta/krakow-nowa-huta-os-krakowiakow-ID43i1C.html#c1aacedc87;2019-11-07 13:29:12.160330;
Nowa kawalerka, 30 m2, idealna pod inwestycjê;: Nowa Huta, Czy¿yny;1 pokój;350000;30,00;11 667;https://www.otodom.pl/oferta/nowa-kawalerka-30-m2-idealna-pod-inwestycje-ID43i1A.html#c1aacedc87;2019-11-07 13:29:12.160330;
Os.Akademisskie**Nowa Huta**77m2**3 Pokoje;: ma³opolskie;3 pokoje;635000;77,00;8 247;https://www.otodom.pl/oferta/os-akademisskienowa-huta77m23-pokoje-ID43i11.html#c1aacedc87;2019-11-07 13:29:12.160330;
Styl i Elegancja. Zamieszkaj na Klinach;: Dêbniki, Kliny-Zacisze;3 pokoje;699000;84,50;8 272;https://www.otodom.pl/oferta/styl-i-elegancja-zamieszkaj-na-klinach-ID43eKY.html#c1aacedc87;2019-11-07 13:29:12.160330;
Ul.S³owackiego**Krowodrza**40m2**3 Pokoje;: ma³opolskie;3 pokoje;352000;40,00;8 800;https://www.otodom.pl/oferta/ul-slowackiegokrowodrza40m23-pokoje-ID43hXH.html#c1aacedc87;2019-11-07 13:29:12.160831;
Piêkna sceneria, przeszklone wnêtrza 63 mkw;: Dêbniki, Pychowice;2 pokoje;556784;62,56;8 900;https://www.otodom.pl/oferta/piekna-sceneria-przeszklone-wnetrza-63-mkw-ID43hXC.html#c1aacedc87;2019-11-07 13:29:12.160831;
Kraków, Krowodrza ul. Wroc³awska-40m2,2pok+Balkon;: Krowodrza;2 pokoje;395000;40,00;9 875;https://www.otodom.pl/oferta/krakow-krowodrza-ul-wroclawska-40m2-2pok-balkon-ID43hX4.html#c1aacedc87;2019-11-07 13:29:12.160831;
Stara Krowodrza, 51m do w³asnej aran¿acji;: Krowodrza;1 pokój;448700;51,10;8 781;https://www.otodom.pl/oferta/stara-krowodrza-51m-do-wlasnej-aranzacji-ID43hU4.html#c1aacedc87;2019-11-07 13:29:12.161330;
Krowodrza, Bronowice 3 Pokoje, Balkon, Blok 2017 R;: Bronowice, Bronowice Ma³e;3 pokoje;509000;51,75;9 836;https://www.otodom.pl/oferta/krowodrza-bronowice-3-pokoje-balkon-blok-2017-r-ID43hQN.html#c1aacedc87;2019-11-07 13:29:12.161330;
Wyj¹tkowe ! Pr¹dnik Czerwony;: Pr¹dnik Czerwony;4 pokoje;849000;108,75;7 807;https://www.otodom.pl/oferta/wyjatkowe-mieszkanie-na-sprzedaz-pradnik-czerwony-ID43hQJ.html#c1aacedc87;2019-11-07 13:29:12.161330;
Mieszkanie, 29 m?, Kraków;: Bronowice;1 pokój;335000;29,00;11 552;https://www.otodom.pl/oferta/mieszkanie-29-m-krakow-ID43hQm.html#c1aacedc87;2019-11-07 13:29:12.161330;
Wyj¹tkowe, 3 pokojowe, Stare Miasto, Œw Sebastiana;: Stare Miasto;3 pokoje;660000;60,00;11 000;https://www.otodom.pl/oferta/wyjatkowe-3-pokojowe-stare-miasto-sw-sebastiana-ID43hOY.html#c1aacedc87;2019-11-07 13:29:12.161832;
3 Mieszkania,200m2,Mo¿liwoœæ Podzia³u,ul.Królewska;: Krowodrza;10 pokoi;1729000;200,00;8 645;https://www.otodom.pl/oferta/3-mieszkania-200m2-mozliwosc-podzialu-ul-krolewska-ID43hOq.html#c1aacedc87;2019-11-07 13:29:12.161832;
Przestronne, widokowe, taras 37 m2, Drukarska;: Dêbniki;3 pokoje;398000;61,40;6 482;https://www.otodom.pl/oferta/przestronne-widokowe-taras-37-m2-drukarska-ID43g3T.html#c1aacedc87;2019-11-07 13:29:12.162311;
Radzikowskiego Azory Bronowice Kraków mieszkanie 2;: Krowodrza;2 pokoje;320000;40,00;8 000;https://www.otodom.pl/oferta/radzikowskiego-azory-bronowice-krakow-mieszkanie-2-ID43hMy.html#c1aacedc87;2019-11-07 13:29:12.162311;
Mieszkanie, 128,61 m?, Kraków;: Zwierzyniec;3 pokoje;758799;128,61;5 900;https://www.otodom.pl/oferta/mieszkanie-128-61-m-krakow-ID43hMp.html#c1aacedc87;2019-11-07 13:29:12.162804;
Mieszkanie 2 Pokojowe, Osobna Kuchnia Balkon;: Bieñczyce;2 pokoje;365000;41,16;8 868;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-osobna-kuchnia-balkon-ID43ebm.html#c1aacedc87;2019-11-07 13:29:12.163305;
Na Sprzeda¿ Mieszkanie w Centrum Krakowa;: Grzegórzki;3 pokoje;1944000;108,00;18 000;https://www.otodom.pl/oferta/na-sprzedaz-mieszkanie-w-centrum-krakowa-ID43hLb.html#c1aacedc87;2019-11-07 13:29:12.163812;
Œródmieœcie/Grzegórzki Piêkne 65M2,Winda.;: Grzegórzki;3 pokoje;749000;65,00;11 523;https://www.otodom.pl/oferta/srodmiescie-grzegorzki-piekne-65m2-winda-ID43hJH.html#c1aacedc87;2019-11-07 13:29:12.164307;
3 Pokoje 85m2 Grzegórzki Grzegórzeckie Mpec Balkon;: Grzegórzki;3 pokoje;980000;85,00;11 529;https://www.otodom.pl/oferta/3-pokoje-85m2-grzegorzki-grzegorzeckie-mpec-balkon-ID43hH0.html#c1aacedc87;2019-11-07 13:29:12.164307;
Prokocim: 3 osobne pokoje, 2 balkony, po remoncie!;: Bie¿anów-Prokocim;3 pokoje;420000;59,00;7 119;https://www.otodom.pl/oferta/prokocim-3-osobne-pokoje-2-balkony-po-remoncie-ID43n2m.html#8f3e86f71d;2019-11-07 13:29:13.012570;
3-pokojowe RUCZAJ 60m2 sprzeda w³aœciciel;: Dêbniki, Ruczaj;3 pokoje;495000;60,00;8 250;https://www.otodom.pl/oferta/3-pokojowe-ruczaj-60m2-sprzeda-wlasciciel-ID43ooE.html#8f3e86f71d;2019-11-07 13:29:13.012570;
Komfortowe mieszkanie na Osiedlu Fi!;: Podgórze;2 pokoje;530000;42,12;12 583;https://www.otodom.pl/oferta/komfortowe-mieszkanie-na-osiedlu-fi-ID43otF.html#8f3e86f71d;2019-11-07 13:29:13.012570;
Wyremontowane w doskona³ej lokalizacji REZERWACJA;: Bronowice, Bronowice Ma³e;2 pokoje;330000;28,00;11 786;https://www.otodom.pl/oferta/wyremontowane-w-doskonalej-lokalizacji-rezerwacja-ID43otB.html#8f3e86f71d;2019-11-07 13:29:13.013071;
mieszkanie ul. Kordiana 58A;: Podgórze Duchackie, Piaski Wielkie;2 pokoje;360000;42,00;8 571;https://www.otodom.pl/oferta/mieszkanie-ul-kordiana-58a-ID43fx3.html#8f3e86f71d;2019-11-07 13:29:13.013071;
Bie¿anów - 3 pokoje, Balkon, Do wejœcia;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;370000;51,00;7 255;https://www.otodom.pl/oferta/biezanow-3-pokoje-balkon-do-wejscia-ID43lsC.html#8f3e86f71d;2019-11-07 13:29:13.013071;
Nowe , Kraków, Swoszowice;: Swoszowice;3 pokoje;370829;83,00;4 468;https://www.otodom.pl/oferta/nowe-mieszkanie-na-sprzedaz-krakow-swoszowice-ID43g2K.html#8f3e86f71d;2019-11-07 13:29:13.013071;
Nowe 29m2 mieszkanie Bronowice.;: Bronowice;1 pokój;335000;29,00;11 552;https://www.otodom.pl/oferta/nowe-29m2-mieszkanie-bronowice-ID43hGd.html#8f3e86f71d;2019-11-07 13:29:13.013573;
Dom Otwarty 16.11.2019 r. godz 11-13;: Bronowice, Bronowice Ma³e;3 pokoje;659000;75,78;8 696;https://www.otodom.pl/oferta/dom-otwarty-16-11-2019-r-godz-11-13-ID43hGc.html#8f3e86f71d;2019-11-07 13:29:13.013573;
2-Pokojowe Z Balkonem W Nowej Hucie;: Nowa Huta;2 pokoje;289000;41,00;7 049;https://www.otodom.pl/oferta/2-pokojowe-z-balkonem-w-nowej-hucie-ID43hFx.html#8f3e86f71d;2019-11-07 13:29:13.013573;
Jasne-Funkcjonalne-Nowoczesne-Do Zamieszkania;: Pr¹dnik Czerwony;3 pokoje;455000;55,00;8 273;https://www.otodom.pl/oferta/jasne-funkcjonalne-nowoczesne-do-zamieszkania-ID43hDV.html#8f3e86f71d;2019-11-07 13:29:13.013573;
mieszkanie 85m2,Krowodrza, N.Kleparz,ul. Kolberga;: Œródmieœcie;3 pokoje;723000;85,00;8 506;https://www.otodom.pl/oferta/mieszkanie-85m2-krowodrza-n-kleparz-ul-kolberga-ID43hDR.html#8f3e86f71d;2019-11-07 13:29:13.014074;
Osiedle Eldorado Kraków - apartament z tarasem;: Podgórze;3 pokoje;1230000;74,00;16 622;https://www.otodom.pl/oferta/osiedle-eldorado-krakow-apartament-z-tarasem-ID43hDG.html#8f3e86f71d;2019-11-07 13:29:13.014074;
Mieszkanie Osiedle Na Stoku-po generalnym remoncie;: Nowa Huta;3 pokoje;389000;42,00;9 262;https://www.otodom.pl/oferta/mieszkanie-osiedle-na-stoku-po-generalnym-remoncie-ID43hD2.html#8f3e86f71d;2019-11-07 13:29:13.014074;
Kawalerka - Aleja Pokoju - do remontu! Wy³¹cznoœæ!;: Grzegórzki;1 pokój;239000;20,60;11 602;https://www.otodom.pl/oferta/kawalerka-aleja-pokoju-do-remontu-wylacznosc-ID43hCH.html#8f3e86f71d;2019-11-07 13:29:13.014074;
Nowa Kawalerka W Dobrej Lokalizacji;: Grzegórzki, Olsza;1 pokój;235000;15,30;15 359;https://www.otodom.pl/oferta/nowa-kawalerka-w-dobrej-lokalizacji-ID43hBj.html#8f3e86f71d;2019-11-07 13:29:13.014575;
Ruczaj, 2 pokoje. Gotowe! Zamieszkaj ju¿ jutro!;: Dêbniki, Ruczaj;2 pokoje;388000;48,00;8 083;https://www.otodom.pl/oferta/ruczaj-2-pokoje-gotowe-zamieszkaj-juz-jutro-ID43hAa.html#8f3e86f71d;2019-11-07 13:29:13.014575;
Kawalerka z osobn¹, jasn¹ kuchni¹! 0% prowizji!;: Podgórze Duchackie, Wola Duchacka;1 pokój;284000;31,63;8 979;https://www.otodom.pl/oferta/kawalerka-z-osobna-jasna-kuchnia-0-prowizji-ID43hAh.html#8f3e86f71d;2019-11-07 13:29:13.014575;
Oferta na wy³¹cznoœæ! Tylko u nas!;: Dêbniki, Ruczaj;2 pokoje;399000;45,00;8 867;https://www.otodom.pl/oferta/oferta-na-wylacznosc-tylko-u-nas-ID43hAg.html#8f3e86f71d;2019-11-07 13:29:13.014575;
Nowa luksusowa Kamienica przy ul. Rakowickiej !;: Pr¹dnik Czerwony;>10 pokoi;6900000;795,00;8 679;https://www.otodom.pl/oferta/nowa-luksusowa-kamienica-przy-ul-rakowickiej-ID43hA9.html#8f3e86f71d;2019-11-07 13:29:13.015077;
Przestronne mieszkanie;: Bronowice;3 pokoje;699000;61,00;11 459;https://www.otodom.pl/oferta/przestronne-mieszkanie-ID43hzP.html#8f3e86f71d;2019-11-07 13:29:13.015077;
Dwa pokoje w centrum. Kamienica z wind¹.;: Krowodrza;2 pokoje;325000;30,00;10 833;https://www.otodom.pl/oferta/dwa-pokoje-w-centrum-kamienica-z-winda-ID43hyU.html#8f3e86f71d;2019-11-07 13:29:13.015077;
odœwiezone 2 pokoje - stan do wejœcia - ul. Wys³ou;: Podgórze Duchackie, Kurdwanów;2 pokoje;399000;51,00;7 824;https://www.otodom.pl/oferta/odswiezone-2-pokoje-stan-do-wejscia-ul-wyslou-ID43hyz.html#8f3e86f71d;2019-11-07 13:29:13.015578;
Elegancja i szyk - Wola zaprasza;: Zwierzyniec, Wola Justowska;1 pokój;451726;38,23;11 816;https://www.otodom.pl/oferta/elegancja-i-szyk-wola-zaprasza-ID43hyv.html#8f3e86f71d;2019-11-07 13:29:13.015578;
Mieszkanie, 53,30 m?, Kraków;: Mistrzejowice;2 pokoje;350000;53,30;6 567;https://www.otodom.pl/oferta/mieszkanie-53-30-m-krakow-ID43hxo.html#8f3e86f71d;2019-11-07 13:29:13.015578;
Kawalerka w centrum. Kamienica z wind¹.;: Krowodrza;1 pokój;313500;28,50;11 000;https://www.otodom.pl/oferta/kawalerka-w-centrum-kamienica-z-winda-ID43hxc.html#8f3e86f71d;2019-11-07 13:29:13.015578;
Mieszkanie, 29 m?, Kraków;: Bronowice;1 pokój;335000;29,00;11 552;https://www.otodom.pl/oferta/mieszkanie-29-m-krakow-ID43hv1.html#8f3e86f71d;2019-11-07 13:29:13.016079;
5 pokoi, £agiewniki, do remontu;: £agiewniki-Borek Fa³êcki, £agiewniki;5 pokoi;495000;90,00;5 500;https://www.otodom.pl/oferta/5-pokoi-lagiewniki-do-remontu-ID43hwZ.html#8f3e86f71d;2019-11-07 13:29:13.016079;
Zielona okolica | po remoncie | niski czynsz;: Mistrzejowice;2 pokoje;330000;38,08;8 666;https://www.otodom.pl/oferta/zielona-okolica-po-remoncie-niski-czynsz-ID43hwB.html#8f3e86f71d;2019-11-07 13:29:13.016079;
2 pokoje z balkonem i du¿¹ ³azienk¹. Ruczaj.;: Dêbniki, Ruczaj;2 pokoje;354000;40,51;8 739;https://www.otodom.pl/oferta/2-pokoje-z-balkonem-i-duza-lazienka-ruczaj-ID43huR.html#8f3e86f71d;2019-11-07 13:29:13.016079;
Piêkna kawalerka, Celarowska blisko centrum;: Œródmieœcie;1 pokój;287000;27,00;10 630;https://www.otodom.pl/oferta/piekna-kawalerka-celarowska-blisko-centrum-ID43huB.html#8f3e86f71d;2019-11-07 13:29:13.016580;
Prokocim: 3 osobne pokoje, 2 balkony, po remoncie!;: Bie¿anów-Prokocim;3 pokoje;420000;59,00;7 119;https://www.otodom.pl/oferta/prokocim-3-osobne-pokoje-2-balkony-po-remoncie-ID43n2m.html#413b82700b;2019-11-07 13:29:13.942704;
Komfortowe mieszkanie na Osiedlu Fi!;: Podgórze;2 pokoje;530000;42,12;12 583;https://www.otodom.pl/oferta/komfortowe-mieszkanie-na-osiedlu-fi-ID43otF.html#413b82700b;2019-11-07 13:29:13.943206;
3-pokojowe RUCZAJ 60m2 sprzeda w³aœciciel;: Dêbniki, Ruczaj;3 pokoje;495000;60,00;8 250;https://www.otodom.pl/oferta/3-pokojowe-ruczaj-60m2-sprzeda-wlasciciel-ID43ooE.html#413b82700b;2019-11-07 13:29:13.943206;
Wyremontowane w doskona³ej lokalizacji REZERWACJA;: Bronowice, Bronowice Ma³e;2 pokoje;330000;28,00;11 786;https://www.otodom.pl/oferta/wyremontowane-w-doskonalej-lokalizacji-rezerwacja-ID43otB.html#413b82700b;2019-11-07 13:29:13.943206;
Ostatnie najtañsze 3 pokoje - Grzegórzki, Mogilska;: Grzegórzki;3 pokoje;471685;54,53;8 650;https://www.otodom.pl/oferta/ostatnie-najtansze-3-pokoje-grzegorzki-mogilska-ID43iN3.html#413b82700b;2019-11-07 13:29:13.943206;
2 pokojowe w centrum Krakowa sprzedam BEZPOŒREDNIO;: Grzegórzki;2 pokoje;485000;44,19;10 975;https://www.otodom.pl/oferta/2-pokojowe-w-centrum-krakowa-sprzedam-bezposrednio-ID43kzV.html#413b82700b;2019-11-07 13:29:13.943709;
Jasne 3 pokojowe w spokojnej okolicy od w³aœciciel;: Bie¿anów-Prokocim;3 pokoje;577000;70,00;8 243;https://www.otodom.pl/oferta/jasne-3-pokojowe-w-spokojnej-okolicy-od-wlasciciel-ID43k41.html#413b82700b;2019-11-07 13:29:13.943709;
S³oneczne 2 pokojowe mieszkanie, Kurdwanów;: Podgórze Duchackie, Kurdwanów;2 pokoje;329000;37,00;8 892;https://www.otodom.pl/oferta/sloneczne-2-pokojowe-mieszkanie-kurdwanow-ID43huz.html#413b82700b;2019-11-07 13:29:13.943709;
2 pokojowe mieszkanie + balkon, Œródmieœcie;: Œródmieœcie;2 pokoje;350000;36,00;9 722;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-balkon-srodmiescie-ID43huA.html#413b82700b;2019-11-07 13:29:13.943709;
3,5 km od centrum miasta- perfekcyjny dojazd! Hit!;: Pr¹dnik Bia³y;3 pokoje;396000;50,00;7 920;https://www.otodom.pl/oferta/3-5-km-od-centrum-miasta-perfekcyjny-dojazd-hit-ID43huu.html#413b82700b;2019-11-07 13:29:13.944209;
3,5 km od centrum miasta- perfekcyjny dojazd! Hit!;: Pr¹dnik Bia³y;1 pokój;292000;30,00;9 733;https://www.otodom.pl/oferta/3-5-km-od-centrum-miasta-perfekcyjny-dojazd-hit-ID43hus.html#413b82700b;2019-11-07 13:29:13.944209;
2 pok/ 39 M 2/Ogródek /Ruczaj/ Obozowa /2015 r;: Dêbniki, Ruczaj;2 pokoje;350000;39,00;8 974;https://www.otodom.pl/oferta/2-pok-39-m-2-ogrodek-ruczaj-obozowa-2015-r-ID43hsI.html#413b82700b;2019-11-07 13:29:13.944209;
Ul.Stawarza**Podgórze**41m2**2 Pokoje;: ma³opolskie;2 pokoje;482500;41,00;11 768;https://www.otodom.pl/oferta/ul-stawarzapodgorze41m22-pokoje-ID43hrG.html#413b82700b;2019-11-07 13:29:13.944209;
Ul.Kapelanka**Podgórze**79m2**3 Pokoje;: ma³opolskie;3 pokoje;690000;79,00;8 734;https://www.otodom.pl/oferta/ul-kapelankapodgorze79m23-pokoje-ID43hp6.html#413b82700b;2019-11-07 13:29:13.944710;
Ul.Myœliwska**Ma³y P³aszów**36m2**1 Pokój;: ma³opolskie;1 pokój;279000;36,00;7 750;https://www.otodom.pl/oferta/ul-mysliwskamaly-plaszow36m21-pokoj-ID43hp5.html#413b82700b;2019-11-07 13:29:13.944710;
Dywizjonu 303**Nowa Huta**52m2**3 Pokoje;: ma³opolskie;3 pokoje;464000;52,00;8 923;https://www.otodom.pl/oferta/dywizjonu-303nowa-huta52m23-pokoje-ID43hp4.html#413b82700b;2019-11-07 13:29:13.944710;
Ul.Rzeczna**Krowodrza**75m2**3 Pokoje;: ma³opolskie;3 pokoje;950000;75,00;12 667;https://www.otodom.pl/oferta/ul-rzecznakrowodrza75m23-pokoje-ID43hp3.html#413b82700b;2019-11-07 13:29:13.944710;
s³oneczne trzypokojowe z ogrodem;: Grzegórzki;2 pokoje;523825;45,55;11 500;https://www.otodom.pl/oferta/sloneczne-trzypokojowe-z-ogrodem-ID43hoj.html#413b82700b;2019-11-07 13:29:13.945214;
3 pokojowe mieszkanie 55 mkw za 375 000 z³!;: Nowa Huta, Czy¿yny;3 pokoje;375000;55,00;6 818;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-55-mkw-za-375-000-zl-ID43hnS.html#413b82700b;2019-11-07 13:29:13.945214;
Przepiêkne mieszkanie z 2015 przy Grzegórzeckiej!;: Œródmieœcie;1 pokój;415000;27,00;15 370;https://www.otodom.pl/oferta/przepiekne-mieszkanie-z-2015-przy-grzegorzeckiej-ID43hnR.html#413b82700b;2019-11-07 13:29:13.945214;
2 pokojowe mieszkanie w Podgórzu za 350 000 z³!;: Podgórze;2 pokoje;350000;39,00;8 974;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-podgorzu-za-350-000-zl-ID43hnQ.html#413b82700b;2019-11-07 13:29:13.945706;
Przestronne 3-pokojowe z balkonem! 0% prowizji!;: Dêbniki, Ruczaj;3 pokoje;425000;64,53;6 586;https://www.otodom.pl/oferta/przestronne-3-pokojowe-z-balkonem-0-prowizji-ID43hnD.html#413b82700b;2019-11-07 13:29:13.945706;
Oddane do u¿ytkowania! 0% prowizji!;: Dêbniki, Kliny-Zacisze;2 pokoje;304000;43,24;7 031;https://www.otodom.pl/oferta/oddane-do-uzytkowania-0-prowizji-ID43hnB.html#413b82700b;2019-11-07 13:29:13.945706;
Gotowe w tym roku! Ogródek - 96 m2!;: Dêbniki, Ruczaj;3 pokoje;425000;61,62;6 897;https://www.otodom.pl/oferta/gotowe-w-tym-roku-ogrodek-96-m2-ID43hnC.html#413b82700b;2019-11-07 13:29:13.945706;
20-metrowy taras i po³udniowo-zachodnia ekspozycja;: Dêbniki, Kliny-Zacisze;3 pokoje;445000;62,34;7 138;https://www.otodom.pl/oferta/20-metrowy-taras-i-poludniowo-zachodnia-ekspozycja-ID43hnz.html#413b82700b;2019-11-07 13:29:13.946208;
Piêkne, widokowe mieszkanie z tarasem! Po³udniowe!;: Dêbniki, Kliny-Zacisze;2 pokoje;429000;58,00;7 397;https://www.otodom.pl/oferta/piekne-widokowe-mieszkanie-z-tarasem-poludniowe-ID43hnw.html#413b82700b;2019-11-07 13:29:13.946208;
Ul.Reduta**Pr¹dnik Czerwony**63m2**3 Pokoje;: ma³opolskie;3 pokoje;555000;63,00;8 810;https://www.otodom.pl/oferta/ul-redutapradnik-czerwony63m23-pokoje-ID43hno.html#413b82700b;2019-11-07 13:29:13.946208;
2 pokoje w cichej i malowniczej czêœci Krakowa;: Zwierzyniec;2 pokoje;329000;38,00;8 658;https://www.otodom.pl/oferta/2-pokoje-w-cichej-i-malowniczej-czesci-krakowa-ID43hnb.html#413b82700b;2019-11-07 13:29:13.946208;
Elegancja i szyk - Wola zaprasza;: Zwierzyniec, Wola Justowska;3 pokoje;861429;78,77;10 936;https://www.otodom.pl/oferta/elegancja-i-szyk-wola-zaprasza-ID43hlh.html#413b82700b;2019-11-07 13:29:13.946709;
Nowe , Kraków, Kliny;: Dêbniki, Kliny-Zacisze;2 pokoje;320740;46,00;6 973;https://www.otodom.pl/oferta/nowe-mieszkanie-na-sprzedaz-krakow-kliny-ID43hle.html#413b82700b;2019-11-07 13:29:13.946709;
Na sprzeda¿ 3 pokojowe mieszkanie Zab³ocie;: Podgórze, Zab³ocie;3 pokoje;1099000;74,87;14 679;https://www.otodom.pl/oferta/na-sprzedaz-3-pokojowe-mieszkanie-zablocie-ID43hkw.html#413b82700b;2019-11-07 13:29:13.946709;
Prokocim: 3 osobne pokoje, 2 balkony, po remoncie!;: Bie¿anów-Prokocim;3 pokoje;420000;59,00;7 119;https://www.otodom.pl/oferta/prokocim-3-osobne-pokoje-2-balkony-po-remoncie-ID43n2m.html#be9411e5cb;2019-11-07 13:29:14.920348;
Wyremontowane w doskona³ej lokalizacji REZERWACJA;: Bronowice, Bronowice Ma³e;2 pokoje;330000;28,00;11 786;https://www.otodom.pl/oferta/wyremontowane-w-doskonalej-lokalizacji-rezerwacja-ID43otB.html#be9411e5cb;2019-11-07 13:29:14.920348;
Komfortowe mieszkanie na Osiedlu Fi!;: Podgórze;2 pokoje;530000;42,12;12 583;https://www.otodom.pl/oferta/komfortowe-mieszkanie-na-osiedlu-fi-ID43otF.html#be9411e5cb;2019-11-07 13:29:14.920348;
3-pokojowe RUCZAJ 60m2 sprzeda w³aœciciel;: Dêbniki, Ruczaj;3 pokoje;495000;60,00;8 250;https://www.otodom.pl/oferta/3-pokojowe-ruczaj-60m2-sprzeda-wlasciciel-ID43ooE.html#be9411e5cb;2019-11-07 13:29:14.920848;
Osiedle Z³ocieñ - 3 pokoje wykoñczone do wejœcia;: Bie¿anów-Prokocim, Z³ocieñ;3 pokoje;380000;48,00;7 917;https://www.otodom.pl/oferta/osiedle-zlocien-3-pokoje-wykonczone-do-wejscia-ID43l8Q.html#be9411e5cb;2019-11-07 13:29:14.920848;
Mieszkanie, 29 m?, Kraków;: Stare Miasto;2 pokoje;377000;29,00;13 000;https://www.otodom.pl/oferta/mieszkanie-29-m-krakow-ID43nW1.html#be9411e5cb;2019-11-07 13:29:14.920848;
Mieszkanie 72 m2 / taras 60 m2 / wysoki standard;: Dêbniki;3 pokoje;679000;72,00;9 431;https://www.otodom.pl/oferta/mieszkanie-72-m2-taras-60-m2-wysoki-standard-ID43jKl.html#be9411e5cb;2019-11-07 13:29:14.920848;
